customerID,Churn_Probability,Risk_Level,Contract,MonthlyCharges
0310-MVLET,0.63451564,Medium Risk,Month-to-month,99.15
8601-QACRS,0.6327378,Medium Risk,Month-to-month,50.6
0691-NIKRI,0.6321804,Medium Risk,One year,105.95
7504-UWHNB,0.6319595,Medium Risk,Month-to-month,69.75
1784-EZDKJ,0.6318347,Medium Risk,One year,106.8
4547-LYTDD,0.6311928,Medium Risk,Month-to-month,72.65
1230-QAJDW,0.6311577,Medium Risk,Month-to-month,65.25
4026-SKKHW,0.6311221,Medium Risk,Month-to-month,50.25
9842-EFSYY,0.6302021,Medium Risk,Month-to-month,57.2
6968-GMKPR,0.63005406,Medium Risk,Month-to-month,81.55
3858-XHYJO,0.6289272,Medium Risk,One year,105.75
4282-MSACW,0.62792665,Medium Risk,One year,117.2
2778-OCLGR,0.62789065,Medium Risk,Month-to-month,39.1
7075-BNDVQ,0.62748307,Medium Risk,Month-to-month,35.0
5136-GFPMB,0.62714183,Medium Risk,Month-to-month,89.4
1355-KUSBG,0.62553126,Medium Risk,Month-to-month,48.8
8807-ARQET,0.6249258,Medium Risk,Month-to-month,40.35
9154-QDGTH,0.62475294,Medium Risk,One year,104.3
3018-TFTSU,0.6244321,Medium Risk,Month-to-month,81.7
4343-EJVQB,0.62442994,Medium Risk,Month-to-month,74.35
3780-YVMFA,0.62377226,Medium Risk,Month-to-month,68.55
9283-LZQOH,0.6234926,Medium Risk,Month-to-month,74.4
8490-BXHEO,0.6204287,Medium Risk,Month-to-month,80.55
2606-RMDHZ,0.62017155,Medium Risk,Month-to-month,30.5
2604-IJPDU,0.6196774,Medium Risk,Month-to-month,96.55
7878-JGDKK,0.6196346,Medium Risk,Month-to-month,44.55
0668-OGMHD,0.61942106,Medium Risk,Month-to-month,28.5
0430-IHCDJ,0.61501503,Medium Risk,Month-to-month,49.0
8016-NCFVO,0.61198694,Medium Risk,Month-to-month,116.5
6845-RGTYS,0.6116231,Medium Risk,Month-to-month,98.75
8033-VCZGH,0.61125016,Medium Risk,One year,103.95
8535-SFUTN,0.6105811,Medium Risk,Month-to-month,106.45
1550-LOAHA,0.61000514,Medium Risk,Month-to-month,84.15
1635-FJFCC,0.60904115,Medium Risk,Month-to-month,44.05
2956-GGUCQ,0.6067828,Medium Risk,Month-to-month,78.85
1768-HNVGJ,0.6066264,Medium Risk,Month-to-month,70.05
1208-NBVFH,0.60540646,Medium Risk,Month-to-month,49.6
6331-LWDTQ,0.60464877,Medium Risk,Month-to-month,72.15
9167-APMXZ,0.60447824,Medium Risk,Month-to-month,84.15
7159-FVYPK,0.60395753,Medium Risk,Month-to-month,69.15
2322-VCZHZ,0.60219,Medium Risk,Month-to-month,90.0
7623-TRNQN,0.6019301,Medium Risk,Month-to-month,49.9
0422-UXFAP,0.60158086,Medium Risk,One year,98.85
7893-IXHRQ,0.60138583,Medium Risk,Month-to-month,20.55
2761-XECQW,0.59971195,Medium Risk,Month-to-month,43.35
7277-OZCGZ,0.59860915,Medium Risk,Month-to-month,89.05
0277-BKSQP,0.59816515,Medium Risk,Month-to-month,54.4
3192-LNKRK,0.597469,Medium Risk,Month-to-month,84.05
3452-ABWRL,0.59686995,Medium Risk,Month-to-month,86.05
4546-FOKWR,0.5967723,Medium Risk,Month-to-month,74.75
3207-OYBWH,0.5966834,Medium Risk,Month-to-month,95.25
8096-LOIST,0.5966725,Medium Risk,Month-to-month,56.2
1329-VHWNP,0.59638333,Medium Risk,Month-to-month,25.05
0851-DFJKB,0.5962462,Medium Risk,Month-to-month,58.95
2883-ILGWO,0.59414583,Medium Risk,Month-to-month,104.9
6233-HXJMX,0.59409803,Medium Risk,Month-to-month,89.3
0428-IKYCP,0.5940327,Medium Risk,Month-to-month,87.0
2108-YKQTY,0.59287465,Medium Risk,Month-to-month,50.7
4248-QPAVC,0.5905495,Medium Risk,Month-to-month,85.35
4191-XOVOM,0.59021145,Medium Risk,Month-to-month,105.4
1035-IPQPU,0.5900122,Medium Risk,Month-to-month,103.5
0670-KDOMA,0.5897043,Medium Risk,Month-to-month,20.25
6891-JPYFF,0.58847505,Medium Risk,Month-to-month,105.25
6704-UTUKK,0.5877088,Medium Risk,Month-to-month,45.9
5371-VYLSX,0.5873989,Medium Risk,Month-to-month,83.4
8152-UOBNY,0.5864894,Medium Risk,One year,106.8
3258-SANFR,0.586044,Medium Risk,Month-to-month,44.7
7821-DPRQE,0.5852612,Medium Risk,Month-to-month,107.7
4640-UHDOS,0.5849164,Medium Risk,Month-to-month,55.95
6769-DYBQN,0.58485377,Medium Risk,Month-to-month,85.0
9753-OYLBX,0.58483166,Medium Risk,Month-to-month,20.5
1658-XUHBX,0.5845308,Medium Risk,Month-to-month,88.75
1452-KIOVK,0.58333945,Medium Risk,Month-to-month,89.1
4695-VADHF,0.5820053,Medium Risk,Month-to-month,57.45
1541-ETJZO,0.5776496,Medium Risk,Month-to-month,62.05
3058-WQDRE,0.5776147,Medium Risk,Month-to-month,25.15
0376-YMCJC,0.5758963,Medium Risk,Month-to-month,90.6
9286-DOJGF,0.5755608,Medium Risk,Month-to-month,74.95
7279-BUYWN,0.57487047,Medium Risk,Month-to-month,113.2
7924-GJZFI,0.57486117,Medium Risk,Month-to-month,69.3
2000-MPKCA,0.57442325,Medium Risk,One year,107.75
9369-XFEHK,0.5722094,Medium Risk,Month-to-month,80.6
5419-KLXBN,0.5702337,Medium Risk,Month-to-month,89.15
0486-HECZI,0.56965435,Medium Risk,Month-to-month,96.75
2842-BCQGE,0.56831545,Medium Risk,Month-to-month,75.35
1809-DMJHQ,0.5680069,Medium Risk,Month-to-month,46.0
8189-HBVRW,0.56715316,Medium Risk,Month-to-month,90.8
1963-VAUKV,0.5615427,Medium Risk,Month-to-month,20.4
4634-JLRJT,0.5615427,Medium Risk,Month-to-month,20.35
5533-NHFRF,0.55766964,Medium Risk,Month-to-month,44.4
8988-ECPJR,0.5574638,Medium Risk,Month-to-month,79.6
4323-SADQS,0.5567948,Medium Risk,Month-to-month,34.5
1989-PRJHP,0.5562697,Medium Risk,Month-to-month,75.5
3537-RYBHH,0.55616045,Medium Risk,Month-to-month,67.45
9576-SYUHJ,0.555523,Medium Risk,Month-to-month,91.15
4012-ZTHBR,0.55514604,Medium Risk,Month-to-month,44.95
6741-EGCBI,0.5549018,Medium Risk,Month-to-month,90.5
3237-AJGEH,0.55478156,Medium Risk,Month-to-month,31.0
3043-TYBNO,0.5545346,Medium Risk,Month-to-month,60.65
7343-EOBEU,0.5543277,Medium Risk,Month-to-month,23.6
3055-MJDSB,0.55362064,Medium Risk,Month-to-month,24.6
0581-MDMPW,0.55349994,Medium Risk,Month-to-month,88.95
6578-KRMAW,0.55241317,Medium Risk,Month-to-month,93.4
9233-PSYHO,0.5523529,Medium Risk,One year,100.15
3466-RITXD,0.54897314,Medium Risk,Month-to-month,92.4
1956-YIFGE,0.54636675,Medium Risk,One year,100.05
1170-SASML,0.5457693,Medium Risk,Month-to-month,85.4
5301-GAUUY,0.54506564,Medium Risk,Month-to-month,80.35
9710-ZUSHQ,0.5446235,Medium Risk,Month-to-month,106.75
5133-VRSAB,0.54318094,Medium Risk,Month-to-month,29.35
6218-KNUBD,0.54055804,Medium Risk,Month-to-month,59.45
7576-JMYWV,0.5396578,Medium Risk,Month-to-month,110.2
2105-PHWON,0.5393635,Medium Risk,Month-to-month,95.0
2203-GHNWN,0.53921586,Medium Risk,Month-to-month,79.65
4250-ZBWLV,0.5378997,Medium Risk,One year,108.45
7594-LZNWR,0.5373092,Medium Risk,Month-to-month,69.15
6227-HWPWX,0.537157,Medium Risk,Month-to-month,69.0
0829-XXPLX,0.53693205,Medium Risk,Month-to-month,89.4
4360-PNRQB,0.53598875,Medium Risk,Month-to-month,75.6
4724-WXVWF,0.53570485,Medium Risk,Month-to-month,95.4
1656-DRSMG,0.53473043,Medium Risk,Month-to-month,109.85
8887-IPQNC,0.5324985,Medium Risk,Month-to-month,44.25
3137-LUPIX,0.52966464,Medium Risk,Month-to-month,64.4
2346-DJQTB,0.52902013,Medium Risk,Month-to-month,24.15
9972-VAFJJ,0.5288474,Medium Risk,One year,94.0
0742-MOABM,0.52880764,Medium Risk,Month-to-month,50.05
7554-AKDQF,0.5279781,Medium Risk,Month-to-month,45.65
9254-RBFON,0.5277826,Medium Risk,One year,98.6
4660-IRIBM,0.5270537,Medium Risk,Month-to-month,87.9
7502-BNYGS,0.52502334,Medium Risk,Month-to-month,69.1
6008-NAIXK,0.52190137,Medium Risk,One year,55.45
3094-JOJAI,0.52138907,Medium Risk,Month-to-month,74.15
0924-BJCRC,0.52068835,Medium Risk,Month-to-month,89.45
6713-OKOMC,0.5193301,Medium Risk,Month-to-month,29.75
0327-WFZSY,0.51882714,Medium Risk,One year,100.0
2074-GUHPQ,0.5180464,Medium Risk,Month-to-month,92.7
9445-SZLCH,0.5180095,Medium Risk,Month-to-month,97.35
1685-VAYJF,0.5172582,Medium Risk,Month-to-month,45.2
3780-DDGSE,0.5119966,Medium Risk,Month-to-month,76.05
3373-YZZYM,0.51159275,Medium Risk,Month-to-month,19.2
4452-QIIEB,0.5101713,Medium Risk,Month-to-month,43.9
4211-MMAZN,0.50970334,Medium Risk,Month-to-month,20.25
9767-FFLEM,0.5088583,Medium Risk,Month-to-month,69.5
2101-RANCD,0.50817955,Medium Risk,Month-to-month,73.1
4918-FYJNT,0.50759023,Medium Risk,Month-to-month,90.45
1113-IUJYX,0.50478786,Medium Risk,One year,105.95
5049-GLYVG,0.5046787,Medium Risk,Month-to-month,20.6
4160-AMJTL,0.50047547,Medium Risk,Month-to-month,19.65
5828-AVIPD,0.500126,Medium Risk,One year,100.95
6821-JPCDC,0.4998949,Medium Risk,One year,97.05
2995-UPRYS,0.4994984,Medium Risk,One year,99.2
3164-YAXFY,0.4985578,Medium Risk,Month-to-month,53.75
3761-FLYZI,0.49803188,Medium Risk,Month-to-month,108.8
2391-SOORI,0.4975786,Medium Risk,Month-to-month,49.35
9591-YVTEB,0.49738884,Medium Risk,Month-to-month,44.85
2750-BJLSB,0.49496993,Medium Risk,One year,103.7
1600-DILPE,0.49489355,Medium Risk,Month-to-month,45.0
7047-FWEYA,0.49472252,Medium Risk,One year,103.15
4324-AHJKS,0.49301907,Medium Risk,Month-to-month,55.8
0106-GHRQR,0.4920806,Medium Risk,Month-to-month,71.4
4983-CLMLV,0.49149674,Medium Risk,Month-to-month,102.7
2585-KTFRE,0.4899683,Medium Risk,Month-to-month,70.45
5630-AHZIL,0.48945403,Medium Risk,Month-to-month,64.5
4905-JEFDW,0.4882373,Medium Risk,One year,41.6
2284-VFLKH,0.48765135,Medium Risk,One year,99.25
6559-RAKOZ,0.48639092,Medium Risk,One year,97.95
7876-BEUTG,0.48487997,Medium Risk,Month-to-month,48.8
1436-ZMJAN,0.48399568,Medium Risk,Month-to-month,67.8
8920-NAVAY,0.48394355,Medium Risk,One year,110.75
9122-UMROB,0.48088446,Medium Risk,Month-to-month,20.3
5996-DAOQL,0.48088446,Medium Risk,Month-to-month,20.45
9761-XUJWD,0.48051664,Medium Risk,Month-to-month,65.6
5575-TPIZQ,0.48001364,Medium Risk,Month-to-month,89.15
9643-YBLUR,0.47887978,Medium Risk,Month-to-month,69.05
3689-MOZGR,0.47834054,Medium Risk,Month-to-month,31.2
2519-LBNQL,0.47784972,Medium Risk,One year,104.35
0064-YIJGF,0.47717735,Medium Risk,Month-to-month,75.75
6917-YACBP,0.47629377,Medium Risk,Month-to-month,89.75
7621-VPNET,0.4742365,Medium Risk,Month-to-month,85.9
0222-CNVPT,0.47413662,Medium Risk,Month-to-month,48.8
6847-KJLTS,0.47397208,Medium Risk,Month-to-month,100.4
6797-UCJHZ,0.47277424,Medium Risk,One year,104.6
8455-HIRAQ,0.47138005,Medium Risk,Month-to-month,44.45
5716-LIBJC,0.47118276,Medium Risk,One year,104.15
3589-PPVKW,0.47094724,Medium Risk,Month-to-month,44.4
5174-ITUMV,0.4685662,Medium Risk,One year,105.4
2700-LUEVA,0.46665776,Medium Risk,Month-to-month,20.75
9489-UTFKA,0.46648452,Medium Risk,Month-to-month,60.9
2669-QVCRG,0.4663566,Medium Risk,Month-to-month,81.3
7130-YXBRO,0.46519354,Medium Risk,Month-to-month,111.45
5562-YJQGT,0.46473005,Medium Risk,Month-to-month,20.35
1849-RJYIG,0.46200022,Medium Risk,Month-to-month,60.0
9971-ZWPBF,0.45963302,Medium Risk,Month-to-month,108.9
0295-QVKPB,0.45853975,Medium Risk,Month-to-month,63.95
7854-EKTJL,0.45852718,Medium Risk,Month-to-month,19.6
6284-AHOOQ,0.45662975,Medium Risk,Month-to-month,90.5
4489-SNOJF,0.45580333,Medium Risk,Month-to-month,72.25
4393-RYCRE,0.45539364,Medium Risk,One year,106.05
8375-KVTHK,0.45444378,Medium Risk,One year,100.3
2139-FQHLM,0.45314884,Medium Risk,Month-to-month,89.95
5766-ZJYBB,0.45312706,Medium Risk,Month-to-month,19.4
2832-SCUCO,0.45311713,Medium Risk,Month-to-month,19.9
4667-OHGKG,0.45280826,Medium Risk,Month-to-month,19.3
7926-IJOOU,0.45280826,Medium Risk,Month-to-month,19.3
7067-KSAZT,0.45087588,Medium Risk,One year,106.25
4693-VWVBO,0.45012674,Medium Risk,Month-to-month,19.55
6429-SHBCB,0.44996917,Medium Risk,Month-to-month,69.6
6344-SFJVH,0.44893503,Medium Risk,Month-to-month,24.9
4819-HJPIW,0.4489186,Medium Risk,Month-to-month,25.15
7923-IYJWY,0.44886556,Medium Risk,Two year,116.1
7351-MHQVU,0.44583613,Medium Risk,Month-to-month,50.95
8849-GYOKR,0.44537464,Medium Risk,One year,106.55
1853-ARAAQ,0.44493297,Medium Risk,Month-to-month,50.35
3211-ILJTT,0.44480821,Medium Risk,Month-to-month,70.4
2798-NYLMZ,0.44354385,Medium Risk,Two year,108.55
1087-UDSIH,0.44352427,Medium Risk,Month-to-month,19.6
6646-QVXLR,0.4424272,Medium Risk,One year,103.75
9089-UOWJG,0.4415849,Medium Risk,Month-to-month,58.35
0678-RLHVP,0.4414214,Medium Risk,Two year,105.55
7740-BTPUX,0.4377438,Medium Risk,Two year,113.6
6543-CPZMK,0.43736425,Medium Risk,Month-to-month,29.95
6583-SZVGP,0.4370024,Medium Risk,Two year,108.1
7398-LXGYX,0.4353917,Medium Risk,Month-to-month,84.8
3331-HQDTW,0.43533808,Medium Risk,Month-to-month,109.8
3807-BPOMJ,0.43440694,Medium Risk,One year,94.75
1205-WNWPJ,0.43301782,Medium Risk,Month-to-month,59.5
8671-KKKOS,0.43151346,Medium Risk,Month-to-month,45.55
5339-TJFEK,0.42970768,Medium Risk,Month-to-month,105.5
6777-TGHTM,0.4296979,Medium Risk,One year,106.95
4753-PADAS,0.4252628,Medium Risk,One year,105.7
2731-GJRDG,0.42370892,Medium Risk,One year,109.55
3126-WQMGH,0.4216862,Medium Risk,Month-to-month,52.15
3179-GBRWV,0.42108732,Medium Risk,Month-to-month,64.95
7750-EYXWZ,0.4192841,Medium Risk,One year,60.65
2458-EOMRE,0.41667402,Medium Risk,Month-to-month,64.05
8049-WJCLQ,0.41654873,Medium Risk,Month-to-month,60.2
1370-GGAWX,0.4137744,Medium Risk,One year,94.15
0363-QJVFX,0.41287592,Medium Risk,Month-to-month,108.15
5269-NRGDP,0.4125739,Medium Risk,One year,73.15
5553-AOINX,0.41176397,Medium Risk,One year,104.9
5360-LJCNJ,0.41146573,Medium Risk,Two year,105.15
6137-MFAJN,0.4109944,Medium Risk,Month-to-month,44.8
0931-MHTEM,0.4086546,Medium Risk,One year,100.05
8840-DQLGN,0.40801433,Medium Risk,Month-to-month,100.5
7410-KTVFV,0.40771094,Medium Risk,Month-to-month,49.55
8402-EIVQS,0.40740716,Medium Risk,One year,100.9
1744-JHKYS,0.40546292,Medium Risk,Month-to-month,24.7
2257-BOVXD,0.4040094,Medium Risk,Month-to-month,66.6
1004-NOZNR,0.40327317,Medium Risk,One year,94.8
8791-GFXLZ,0.40271074,Medium Risk,Month-to-month,49.05
0409-WTMPL,0.40184763,Medium Risk,One year,110.65
9494-BDNNC,0.40109837,Medium Risk,One year,95.3
6270-OMFIW,0.40039697,Medium Risk,One year,94.4
7251-XFOIL,0.3999032,Medium Risk,Month-to-month,89.2
1986-PHGZF,0.3991486,Medium Risk,Month-to-month,58.4
1357-MVDOZ,0.39816213,Medium Risk,Month-to-month,59.65
6497-TILVL,0.39769068,Medium Risk,Month-to-month,50.7
7611-YKYTC,0.39743367,Medium Risk,Month-to-month,75.0
7074-STDCN,0.3972299,Medium Risk,Month-to-month,40.6
7808-DVWEP,0.3962852,Medium Risk,Month-to-month,20.0
6475-VHUIZ,0.39574066,Medium Risk,Month-to-month,54.25
4785-QRJHC,0.39341208,Medium Risk,One year,59.9
8976-OQHGT,0.3926351,Medium Risk,Month-to-month,56.5
0447-BEMNG,0.3913575,Medium Risk,Month-to-month,45.3
7124-UGSUR,0.38973308,Medium Risk,One year,104.4
5555-RNPGT,0.38949022,Medium Risk,Month-to-month,24.8
7551-DACSP,0.38948727,Medium Risk,Month-to-month,55.3
4501-UYKBC,0.38916406,Medium Risk,One year,69.1
5334-JLAXU,0.3881062,Medium Risk,Month-to-month,94.1
4851-BQDNX,0.38789824,Medium Risk,One year,85.05
3606-SBKRY,0.38759688,Medium Risk,One year,50.05
1171-TYKUR,0.3871497,Medium Risk,Month-to-month,25.4
0959-WHOKV,0.3830933,Medium Risk,One year,99.0
0909-SDHNU,0.38163018,Medium Risk,Month-to-month,29.8
0961-ZWLVI,0.38122025,Medium Risk,One year,109.2
0058-EVZWM,0.37845922,Medium Risk,Month-to-month,89.8
3982-DQLUS,0.37684903,Medium Risk,Month-to-month,85.75
8930-XOTDP,0.37682247,Medium Risk,Month-to-month,55.95
2023-VQFDL,0.37522513,Medium Risk,Month-to-month,19.0
5701-ZIKJE,0.37488464,Medium Risk,Month-to-month,50.55
1222-LRYKO,0.3743431,Medium Risk,Month-to-month,26.35
1848-LBZHY,0.37331402,Medium Risk,Month-to-month,50.3
8182-PNAGI,0.37245882,Medium Risk,Month-to-month,50.25
0345-XMMUG,0.37180755,Medium Risk,Two year,108.9
4237-CLSMM,0.3687613,Medium Risk,Month-to-month,20.0
5702-SKUOB,0.3676476,Medium Risk,Month-to-month,19.6
7742-MYPGI,0.3653587,Medium Risk,Month-to-month,48.8
7629-WFGLW,0.36491,Medium Risk,One year,95.65
3325-FUYCG,0.36179557,Medium Risk,One year,106.1
8970-ANWXO,0.36080772,Medium Risk,One year,73.75
9986-BONCE,0.36003736,Medium Risk,Month-to-month,20.95
8421-WZOOW,0.35644683,Medium Risk,Month-to-month,95.3
4800-CZMPC,0.3563143,Medium Risk,One year,103.25
7766-CLTIC,0.3542951,Medium Risk,Month-to-month,60.95
1697-NVVGY,0.35281596,Medium Risk,Month-to-month,66.4
9139-WQQDY,0.3521583,Medium Risk,One year,100.45
1735-XMJVH,0.3519935,Medium Risk,Month-to-month,19.35
1229-RCALF,0.35116494,Medium Risk,One year,115.0
3301-LSLWQ,0.35089245,Medium Risk,Month-to-month,66.1
4365-MSDYN,0.3492769,Medium Risk,Month-to-month,19.55
3022-BEXHZ,0.34889862,Medium Risk,Two year,111.2
2599-CZABP,0.3480141,Medium Risk,One year,44.6
7776-QGYJC,0.34661338,Medium Risk,Month-to-month,81.5
9092-GDZKO,0.34554332,Medium Risk,Month-to-month,24.85
9128-CPXKI,0.3454207,Medium Risk,Two year,95.8
2129-ALKBS,0.34479326,Medium Risk,Month-to-month,26.2
3977-QCRSL,0.34472662,Medium Risk,Month-to-month,20.15
9039-RBEEE,0.34359995,Medium Risk,Month-to-month,48.95
4190-MFLUW,0.34289688,Medium Risk,Month-to-month,55.2
3682-YEUWS,0.3422132,Medium Risk,Month-to-month,24.4
2839-RFSQE,0.33877972,Medium Risk,Month-to-month,20.65
3313-QKNKB,0.33717713,Medium Risk,One year,85.55
0701-TJSEF,0.3344615,Medium Risk,Month-to-month,68.25
3011-WQKSZ,0.33398005,Medium Risk,Month-to-month,20.0
6258-NGCNG,0.33366305,Medium Risk,Month-to-month,23.5
9086-YJYXS,0.3331466,Medium Risk,One year,77.2
5396-IZEPB,0.33293286,Medium Risk,Month-to-month,19.7
3890-RTCMS,0.33247194,Medium Risk,Month-to-month,49.45
6260-XLACS,0.3324231,Medium Risk,One year,19.7
6734-FQAJX,0.3309827,Medium Risk,Two year,105.05
3638-DIMPH,0.3300729,Medium Risk,One year,43.8
0431-APWVY,0.3290856,Medium Risk,One year,90.1
5949-EBSQK,0.32907698,Medium Risk,Month-to-month,61.45
5198-HQAEN,0.3287698,Medium Risk,One year,89.7
4250-WAROZ,0.32840776,Medium Risk,Month-to-month,93.25
0723-VSOBE,0.32794225,Medium Risk,One year,34.2
1097-FSPVW,0.3278525,Medium Risk,Month-to-month,54.55
0440-QEXBZ,0.327657,Medium Risk,Month-to-month,50.15
9103-TCIHJ,0.32708457,Medium Risk,Month-to-month,55.7
4002-BQWPQ,0.3263663,Medium Risk,Month-to-month,81.75
6732-FZUGP,0.32431522,Medium Risk,One year,94.9
6319-QSUSR,0.32429272,Medium Risk,Month-to-month,19.7
0750-EBAIU,0.32368222,Medium Risk,One year,91.25
1395-OFUWC,0.32332286,Medium Risk,Month-to-month,29.3
3523-QRQLL,0.3223214,Medium Risk,One year,69.5
1485-YDHMM,0.31886235,Medium Risk,Month-to-month,93.25
4869-EPIUS,0.31798133,Medium Risk,One year,80.9
6164-HXUGH,0.316854,Medium Risk,Month-to-month,19.85
2843-CQMEG,0.31657875,Medium Risk,Month-to-month,49.7
4830-FAXFM,0.3153412,Medium Risk,Month-to-month,24.1
3594-UVONA,0.3153141,Medium Risk,One year,85.95
3413-DHLPB,0.31342778,Medium Risk,Month-to-month,103.75
5876-HZVZM,0.31325218,Medium Risk,Month-to-month,55.9
3363-EWLGO,0.31293145,Medium Risk,Month-to-month,19.95
3391-JSQEW,0.31284723,Medium Risk,Month-to-month,50.15
4118-CEVPF,0.31270617,Medium Risk,One year,110.8
9114-AAFQH,0.3092482,Medium Risk,One year,65.65
0895-LMRSF,0.30782217,Medium Risk,One year,64.9
2159-TURXX,0.3064343,Medium Risk,Month-to-month,20.05
1345-GKDZZ,0.30620405,Medium Risk,Month-to-month,19.55
3413-CSSTH,0.306167,Medium Risk,Month-to-month,55.7
8433-WPJTV,0.30271745,Medium Risk,One year,103.9
1264-FUHCX,0.3026162,Medium Risk,One year,56.3
9391-DXGGG,0.30257794,Medium Risk,One year,89.15
6483-OATDN,0.30250826,Medium Risk,Month-to-month,51.3
3450-WXOAT,0.30051503,Medium Risk,Month-to-month,45.2
6500-JVEGC,0.30030003,Medium Risk,One year,101.35
0719-SYFRB,0.29817408,Low Risk,Month-to-month,61.65
2165-VOEGB,0.29791892,Low Risk,One year,105.2
2748-MYRVK,0.29737577,Low Risk,One year,99.9
6599-GZWCM,0.29685548,Low Risk,One year,74.65
9107-UKCKY,0.29582915,Low Risk,One year,79.8
5206-XZZQI,0.29552835,Low Risk,Month-to-month,80.6
3410-MHHUM,0.29549244,Low Risk,One year,94.4
1045-LTCYT,0.29440975,Low Risk,Month-to-month,21.05
6946-LMSQS,0.29363763,Low Risk,One year,89.05
5949-HGVJL,0.2927375,Low Risk,Month-to-month,73.05
0824-VWDPO,0.29261777,Low Risk,One year,96.75
1140-UKVZG,0.29146668,Low Risk,Month-to-month,24.8
2466-NEJOJ,0.2910311,Low Risk,Month-to-month,19.65
2266-SJNAT,0.2904302,Low Risk,One year,109.15
3099-OONVS,0.2899894,Low Risk,Month-to-month,54.3
1247-QBVSH,0.2885304,Low Risk,Month-to-month,50.2
8929-KSWIH,0.2871145,Low Risk,Two year,99.3
6941-KXRRV,0.28708935,Low Risk,One year,58.95
5827-MWCZK,0.28616595,Low Risk,Month-to-month,96.95
3594-IVHJZ,0.28560778,Low Risk,Month-to-month,20.45
2732-ISEZX,0.28531858,Low Risk,Month-to-month,20.5
2272-JKMSI,0.2827721,Low Risk,One year,110.8
7868-BGSZA,0.28271863,Low Risk,One year,80.2
0134-XWXCE,0.28160304,Low Risk,One year,74.85
0975-UYDTX,0.28022584,Low Risk,One year,90.1
4075-JFPGR,0.27933034,Low Risk,One year,93.5
0128-MKWSG,0.27932087,Low Risk,Month-to-month,45.8
5120-ZBLAI,0.2790896,Low Risk,One year,75.7
5469-CTCWN,0.2790102,Low Risk,One year,106.0
4353-HYOJD,0.27689135,Low Risk,Month-to-month,49.85
1150-WFARN,0.27655223,Low Risk,Two year,108.75
6806-YDEUL,0.27572492,Low Risk,Month-to-month,19.5
7629-WIXZF,0.27507645,Low Risk,One year,59.1
9138-EFSMO,0.2746053,Low Risk,One year,78.95
6345-ULYRW,0.2728939,Low Risk,One year,88.4
2305-MRGLV,0.2704181,Low Risk,Month-to-month,76.55
3190-FZATL,0.2703648,Low Risk,Month-to-month,19.95
4304-TSPVK,0.2699412,Low Risk,Two year,114.9
8053-WWDRO,0.26943952,Low Risk,Month-to-month,19.5
7531-GQHME,0.26782697,Low Risk,Month-to-month,20.05
7690-KPNCU,0.2671977,Low Risk,One year,73.05
0080-EMYVY,0.2668368,Low Risk,One year,51.45
7537-CBQUZ,0.26673415,Low Risk,Month-to-month,109.4
6036-TTFYU,0.26509598,Low Risk,Month-to-month,19.6
8963-MQVYN,0.2650351,Low Risk,Month-to-month,20.55
8246-SHFGA,0.26476082,Low Risk,Month-to-month,21.1
2758-RNWXS,0.2636164,Low Risk,One year,89.2
8739-QOTTN,0.26337692,Low Risk,Month-to-month,20.35
0733-VUNUW,0.26310256,Low Risk,Month-to-month,55.65
6620-HVDUJ,0.263041,Low Risk,Month-to-month,60.45
8023-QHAIO,0.2627924,Low Risk,Month-to-month,76.85
9378-FXTIZ,0.2610006,Low Risk,One year,70.15
0347-UBKUZ,0.2607303,Low Risk,Month-to-month,19.9
2908-ZTPNF,0.26072925,Low Risk,Month-to-month,34.85
6661-EIPZC,0.25897783,Low Risk,Month-to-month,29.5
8409-WQJUX,0.25872123,Low Risk,One year,54.2
9762-YAQAA,0.25813678,Low Risk,One year,81.4
5524-KHNJP,0.25603718,Low Risk,One year,74.75
5268-DSMNQ,0.25448236,Low Risk,One year,97.95
6671-NGWON,0.25349364,Low Risk,Month-to-month,20.35
3530-CRZSB,0.25349364,Low Risk,Month-to-month,20.65
4184-VODJZ,0.25312483,Low Risk,One year,91.35
4759-PXTAN,0.24902634,Low Risk,One year,80.1
4423-JWZJN,0.24894446,Low Risk,One year,90.25
6668-CNMFP,0.24801256,Low Risk,One year,89.35
6752-APNJL,0.24798645,Low Risk,Month-to-month,54.5
0484-JPBRU,0.2471692,Low Risk,Month-to-month,25.25
9402-ROUMJ,0.24611965,Low Risk,One year,100.25
7706-DZNKK,0.24582711,Low Risk,Month-to-month,20.45
5236-PERKL,0.24535824,Low Risk,Two year,112.95
6322-HRPFA,0.24480624,Low Risk,Month-to-month,59.6
7432-FFVAR,0.24307661,Low Risk,One year,90.95
9644-KVCNC,0.24251154,Low Risk,One year,92.15
5445-PZWGX,0.24068981,Low Risk,One year,102.0
9496-IVVRP,0.24025796,Low Risk,Month-to-month,51.0
7789-CRUVC,0.23842181,Low Risk,Month-to-month,94.2
5067-DGXLL,0.238134,Low Risk,Month-to-month,20.25
4946-EDSEW,0.23748069,Low Risk,Month-to-month,19.25
4419-UJMUS,0.23631303,Low Risk,Two year,99.35
2338-BQEZT,0.23629496,Low Risk,Month-to-month,50.55
3696-XRIEN,0.236274,Low Risk,One year,82.5
5574-NXZIU,0.23492596,Low Risk,Two year,109.2
5014-WUQMG,0.23426835,Low Risk,One year,96.1
4626-OZDTJ,0.23280942,Low Risk,One year,78.65
